ID,Age,Height,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
51,23.0,167.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
51,23.0,167.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
51,23.0,167.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
54,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,
57,24.0,176.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,
58,,,Bulgaria,BUL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",
58,,,Bulgaria,BUL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",
61,26.0,175.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
67,22.0,179.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,Silver
67,26.0,179.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,
82,26.0,183.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,
86,22.0,182.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",
86,26.0,182.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze
88,25.0,168.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,
94,38.0,,Chile,CHI,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,
100,22.0,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,
100,22.0,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
113,22.0,175.0,Iraq,IRQ,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
117,22.0,178.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
117,22.0,178.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,
121,23.0,168.0,Pakistan,PAK,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
130,18.0,182.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
138,24.0,180.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,
139,,,Thessalonki-1,GRE,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Bronze
141,30.0,167.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
141,30.0,167.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
144,23.0,179.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
145,24.0,175.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Men's Singles,
145,28.0,175.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,
145,28.0,175.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
149,30.0,163.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
155,22.0,185.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
155,26.0,185.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
155,34.0,185.0,Egypt,EGY,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
159,15.0,167.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,
159,15.0,167.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
159,19.0,167.0,Egypt,EGY,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,
170,18.0,172.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,
173,,170.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
185,31.0,,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Individual",
185,31.0,,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",
185,31.0,,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",
185,35.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",
185,35.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",
207,21.0,,Egypt,EGY,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Individual",
207,33.0,,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",
207,33.0,,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",
207,37.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Individual",
207,37.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",
207,37.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",
207,37.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",
209,,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,
211,16.0,,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",
211,21.0,,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Individual",
211,21.0,,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",
218,27.0,195.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,
222,22.0,157.0,Egypt,EGY,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Flyweight,
243,23.0,194.0,Egypt,EGY,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,
245,21.0,,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
249,22.0,173.0,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
249,26.0,173.0,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
253,19.0,177.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",
253,23.0,177.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 3,000 metres Steeplechase",
277,19.0,160.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,
277,19.0,160.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,
277,27.0,160.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,
282,30.0,180.0,Iraq,IRQ,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,
282,34.0,180.0,Iraq,IRQ,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Heavyweight,
296,24.0,173.0,Malaysia,MAS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,
318,20.0,,Iraq,IRQ,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,
322,20.0,184.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Butterfly,
332,21.0,,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Singles,
332,25.0,,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Singles,
336,27.0,164.0,Azerbaijan,AZE,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
336,32.0,164.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Freestyle",
341,27.0,175.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
351,23.0,202.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
352,22.0,178.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Middleweight,
354,26.0,172.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
356,26.0,172.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
367,22.0,175.0,Japan,JPN,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Team,
367,22.0,175.0,Japan,JPN,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Individual,
367,26.0,175.0,Japan,JPN,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Individual,
367,28.0,175.0,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,Gold
367,28.0,175.0,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Individual,
369,22.0,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,
377,22.0,177.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
386,22.0,194.0,Brazil,BRA,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,
386,26.0,194.0,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,
389,45.0,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
389,45.0,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",
390,20.0,163.0,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
393,19.0,183.0,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Nordic Combined,Nordic Combined Men's Individual,
393,23.0,183.0,West Germany,FRG,1980 Winter,1980,Winter,Lake Placid,Nordic Combined,Nordic Combined Men's Individual,
409,19.0,,Spain,ESP,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
419,30.0,170.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Discus Throw,
432,26.0,180.0,Cote d'Ivoire,CIV,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
432,30.0,180.0,Cote d'Ivoire,CIV,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
432,42.0,180.0,Cote d'Ivoire,CIV,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
432,42.0,180.0,Cote d'Ivoire,CIV,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
437,18.0,,Iraq,IRQ,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
444,27.0,168.0,France,FRA,2012 Summer,2012,Summer,London,Football,Football Women's Football,
444,31.0,168.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
452,22.0,169.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Men's Aerials,
452,26.0,169.0,Ukraine,UKR,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Aerials,
452,30.0,169.0,Ukraine,UKR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Aerials,
472,24.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
473,27.0,188.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,
476,20.0,168.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
478,27.0,,Egypt,EGY,1948 Summer,1948,Summer,London,Football,Football Men's Football,
480,24.0,,Egypt,EGY,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,
480,28.0,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,
482,22.0,,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
490,23.0,175.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,
491,22.0,178.0,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,
493,31.0,180.0,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",
494,28.0,183.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
517,22.0,179.0,Costa Rica,CRC,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
517,22.0,179.0,Costa Rica,CRC,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
520,21.0,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,
520,21.0,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Long Jump,
520,27.0,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,
526,24.0,187.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
537,16.0,167.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
541,24.0,176.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,
541,24.0,176.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,
552,32.0,180.0,Guyana,GUY,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's Sprint,
569,18.0,176.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,
573,24.0,174.0,France,FRA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
585,24.0,180.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",
588,25.0,179.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Men's Singles,
590,27.0,173.0,Bangladesh,BAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
593,28.0,168.0,Jordan,JOR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,
593,32.0,168.0,Jordan,JOR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
595,33.0,180.0,Palestine,PLE,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",
599,23.0,165.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Bantamweight,
600,18.0,172.0,Sudan,SUD,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
600,22.0,172.0,Sudan,SUD,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,
619,20.0,170.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
622,19.0,185.0,Jordan,JOR,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Individual",
626,21.0,175.0,France,FRA,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
626,25.0,175.0,France,FRA,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
643,23.0,190.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,
644,22.0,160.0,Uruguay,URU,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,
644,22.0,160.0,Uruguay,URU,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,
651,22.0,179.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
658,23.0,175.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
659,22.0,,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
666,28.0,180.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Featherweight,
669,18.0,181.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
674,23.0,174.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,
674,27.0,174.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,Bronze
674,31.0,174.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,
677,55.0,,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Painting,
678,41.0,182.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
678,41.0,182.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
690,27.0,172.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
690,31.0,172.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
703,26.0,180.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Pentathlon,
710,22.0,175.0,Honduras,HON,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
713,26.0,173.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
713,26.0,173.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
713,30.0,173.0,Argentina,ARG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
713,30.0,173.0,Argentina,ARG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
720,20.0,,El Salvador,ESA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
720,20.0,,El Salvador,ESA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
720,20.0,,El Salvador,ESA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
724,20.0,188.0,Venezuela,VEN,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
733,16.0,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,
733,16.0,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
736,20.0,168.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
736,20.0,168.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,
736,20.0,168.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Combined,
736,24.0,168.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,
746,19.0,156.0,Japan,JPN,1932 Winter,1932,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
746,23.0,156.0,Japan,JPN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
747,22.0,179.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Pole Vault,
748,29.0,162.0,Japan,JPN,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,
755,23.0,186.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,
755,27.0,186.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,
767,,,Germany,GER,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Individual",
767,,,Germany,GER,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's Sabre, Individual",
767,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual",
767,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",
768,27.0,172.0,Seychelles,SEY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
771,20.0,183.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Shot Put,
771,24.0,183.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,
782,32.0,175.0,Mauritania,MTN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
782,32.0,175.0,Mauritania,MTN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
790,18.0,160.0,Mexico,MEX,1960 Summer,1960,Summer,Roma,Diving,Diving Women's Springboard,
790,18.0,160.0,Mexico,MEX,1960 Summer,1960,Summer,Roma,Diving,Diving Women's Platform,
793,18.0,,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
793,18.0,,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,
802,26.0,177.0,Poland,POL,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,
808,27.0,,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Decathlon,
810,19.0,,Great Britain,GBR,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,
